#: table_doi: 10.17182/hepdata.90834.v1/t7
#: name: Figure 13 (T2qq)
#: description: Exclusion limits at 95% CL for light-flavor squark pair production, where the squarks decay to $q\tilde{\chi}_1^0$. Signal cross sections are calculated at approximately NNLO+NNLL order in $\alpha_S$, assuming unity branching fraction for the given decay and 1-fold degeneracy in the light-flavor squarks (corresponding to the inner set of curves in the limit plot). To get the theory cross section for other N-fold degeneracy assumptions (e.g. 8-fold for the outer curves in the limit plot), just multiply by N.

#: data_file: mt2_limits_T2qq.yaml
#: keyword reactions: P P --> SQUARK SQUARK | P P --> SQUARK SQUARK X | SQUARK --> QUARK NEUTRALINO
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | Squark | Cross Section
#: $\sqrt{s}$,13 TeV
#: $\mathcal{L}_\mathrm{int}$,137 fb$^{-1}$
$m_\tilde{g}$ [GEV],$m_\mathrm{LSP}$ [GEV],Theory $\sigma$ [PB],error +,error -
1025,975,0.118,0.0522,-0.0352,0.12,-0.0569
1025,1000,1.33,0.589,-0.391,1.33,-0.634
1050,0,0.0031,0.0012,-0.000863,0.00262,-0.00142
1050,25,0.00312,0.0012,-0.000868,0.00263,-0.00142
1050,50,0.00313,0.00121,-0.000872,0.00265,-0.00143
1050,75,0.00315,0.00122,-0.000877,0.00266,-0.00144
1050,100,0.00318,0.00123,-0.000886,0.00269,-0.00145
1050,125,0.00327,0.00127,-0.000909,0.00277,-0.00149
1050,150,0.00336,0.0013,-0.000932,0.00284,-0.00153
1050,175,0.00345,0.00134,-0.000955,0.00292,-0.00157
1050,200,0.00357,0.00138,-0.000985,0.00302,-0.00162
1050,225,0.00375,0.00145,-0.00103,0.00317,-0.0017
1050,250,0.00393,0.00152,-0.00108,0.00332,-0.00178
1050,275,0.00411,0.00159,-0.00112,0.00348,-0.00186
1050,300,0.00434,0.00168,-0.00119,0.00366,-0.00197
1050,325,0.00472,0.00181,-0.0013,0.00394,-0.00214
1050,350,0.00512,0.00195,-0.00141,0.00425,-0.00232
1050,375,0.00554,0.00215,-0.00151,0.00467,-0.00249
1050,400,0.00602,0.00235,-0.00163,0.00509,-0.00269
1050,425,0.00666,0.00255,-0.00183,0.00556,-0.00301
1050,450,0.00734,0.00279,-0.00203,0.00609,-0.00332
1050,475,0.00817,0.00312,-0.00226,0.00679,-0.0037
1050,500,0.00907,0.00348,-0.0025,0.00754,-0.00411
1050,525,0.0101,0.00391,-0.00277,0.00845,-0.0046
1050,550,0.0114,0.00438,-0.00311,0.00947,-0.00515
1050,575,0.013,0.005,-0.00357,0.0108,-0.00588
1050,600,0.0146,0.00566,-0.00405,0.0123,-0.00665
1050,625,0.017,0.00656,-0.00471,0.0142,-0.00773
1050,650,0.0195,0.00756,-0.00545,0.0164,-0.00892
1050,675,0.023,0.00889,-0.00642,0.0194,-0.0104
1050,700,0.0269,0.0104,-0.00752,0.0228,-0.0122
1050,725,0.0315,0.0124,-0.00882,0.0272,-0.0144
1050,750,0.0362,0.0144,-0.0102,0.0318,-0.0167
1050,775,0.0424,0.0172,-0.012,0.0381,-0.0197
1050,800,0.0494,0.0203,-0.0141,0.0451,-0.0231
1050,825,0.059,0.0242,-0.0169,0.0544,-0.0277
1050,850,0.0698,0.0287,-0.0199,0.0646,-0.0327
1050,875,0.0748,0.0314,-0.0215,0.0707,-0.035
1050,900,0.0808,0.0345,-0.0234,0.0779,-0.0379
1050,925,0.0907,0.0397,-0.0265,0.0902,-0.043
1050,950,0.0997,0.0447,-0.0295,0.102,-0.0478
1050,975,0.107,0.047,-0.0316,0.108,-0.0512
1050,1000,0.112,0.0488,-0.0331,0.112,-0.0536
1050,1025,0.116,0.0528,-0.0349,0.121,-0.0564
1075,0,0.00281,0.00109,-0.000784,0.00238,-0.00129
1075,25,0.00283,0.00109,-0.000788,0.00239,-0.00129
1075,50,0.00284,0.0011,-0.000791,0.0024,-0.0013
1075,75,0.00285,0.0011,-0.000793,0.00241,-0.0013
1075,100,0.00287,0.00111,-0.0008,0.00243,-0.00131
1075,125,0.00295,0.00114,-0.00082,0.00249,-0.00135
1075,150,0.00303,0.00117,-0.00084,0.00256,-0.00138
1075,175,0.00311,0.00121,-0.00086,0.00263,-0.00141
1075,200,0.00321,0.00125,-0.000885,0.00272,-0.00145
1075,225,0.00336,0.00131,-0.000924,0.00285,-0.00152
1075,250,0.00351,0.00137,-0.000964,0.00297,-0.00159
1075,275,0.00366,0.00143,-0.001,0.0031,-0.00166
1075,300,0.00385,0.0015,-0.00106,0.00326,-0.00174
1075,325,0.00418,0.00162,-0.00115,0.00352,-0.00189
1075,350,0.00453,0.00175,-0.00125,0.0038,-0.00205
1075,375,0.00487,0.00187,-0.00135,0.00409,-0.00221
1075,400,0.00527,0.00204,-0.00144,0.00445,-0.00238
1075,425,0.00578,0.00222,-0.0016,0.00485,-0.00262
1075,450,0.00632,0.00243,-0.00174,0.0053,-0.00286
1075,475,0.00702,0.0027,-0.00193,0.00588,-0.00318
1075,500,0.00778,0.003,-0.00213,0.0065,-0.00353
1075,525,0.0087,0.00335,-0.00238,0.00725,-0.00394
1075,550,0.00974,0.00373,-0.00268,0.00809,-0.00441
1075,575,0.0111,0.00424,-0.00306,0.00926,-0.00504
1075,600,0.0125,0.00479,-0.00346,0.0105,-0.00568
1075,625,0.0141,0.00545,-0.00392,0.0119,-0.00642
1075,650,0.0163,0.00629,-0.00453,0.0137,-0.00742
1075,675,0.019,0.00741,-0.00532,0.0162,-0.00868
1075,700,0.0222,0.0087,-0.00621,0.019,-0.0101
1075,725,0.027,0.0104,-0.00753,0.0228,-0.0123
1075,750,0.0309,0.0122,-0.00865,0.0267,-0.0142
1075,775,0.0353,0.0141,-0.0099,0.031,-0.0163
1075,800,0.0411,0.0166,-0.0116,0.0368,-0.0191
1075,825,0.0486,0.0199,-0.0139,0.0444,-0.0228
1075,850,0.0576,0.0237,-0.0164,0.0529,-0.0269
1075,875,0.0692,0.0286,-0.0197,0.064,-0.0323
1075,900,0.0742,0.0312,-0.0213,0.07,-0.0347
1075,925,0.0815,0.0348,-0.0237,0.0788,-0.0384
1075,950,0.089,0.039,-0.0262,0.0889,-0.0425
1075,975,0.0942,0.0428,-0.0283,0.0985,-0.0459
1075,1000,0.0984,0.0444,-0.0296,0.102,-0.0479
1075,1025,0.109,0.0485,-0.0324,0.111,-0.0525
1075,1050,0.139,0.0621,-0.0417,0.142,-0.0673
1100,0,0.00255,0.00099,-0.00071,0.00216,-0.00117
1100,25,0.00256,0.000991,-0.000712,0.00217,-0.00117
1100,50,0.00256,0.000995,-0.000714,0.00218,-0.00117
1100,75,0.00257,0.000998,-0.000717,0.00218,-0.00118
1100,100,0.0026,0.00101,-0.000722,0.0022,-0.00119
1100,125,0.00266,0.00104,-0.00074,0.00226,-0.00121
1100,150,0.00273,0.00107,-0.000757,0.00232,-0.00124
1100,175,0.0028,0.00109,-0.000774,0.00238,-0.00127
1100,200,0.0029,0.00113,-0.000801,0.00246,-0.00131
1100,225,0.00302,0.00118,-0.000835,0.00256,-0.00137
1100,250,0.00314,0.00123,-0.000869,0.00267,-0.00143
1100,275,0.00327,0.00129,-0.000904,0.00278,-0.00148
1100,300,0.00343,0.00135,-0.000946,0.00291,-0.00155
1100,325,0.00371,0.00145,-0.00102,0.00315,-0.00168
1100,350,0.004,0.00156,-0.0011,0.00339,-0.00181
1100,375,0.00429,0.00166,-0.00118,0.00363,-0.00195
1100,400,0.00459,0.00178,-0.00127,0.00388,-0.00208
1100,425,0.005,0.00193,-0.00138,0.00423,-0.00226
1100,450,0.00545,0.00211,-0.0015,0.0046,-0.00247
1100,475,0.00605,0.00234,-0.00166,0.00509,-0.00274
1100,500,0.00671,0.00259,-0.00183,0.00562,-0.00304
1100,525,0.00749,0.00287,-0.00206,0.00623,-0.00339
1100,550,0.00835,0.0032,-0.00231,0.00695,-0.00378
1100,575,0.00951,0.00362,-0.00263,0.00793,-0.00431
1100,600,0.0107,0.00408,-0.00296,0.00896,-0.00486
1100,625,0.012,0.00463,-0.00334,0.0101,-0.00548
1100,650,0.0136,0.00529,-0.00379,0.0116,-0.00622
1100,675,0.0158,0.00624,-0.00442,0.0136,-0.00726
1100,700,0.0184,0.00727,-0.00515,0.0158,-0.00845
1100,725,0.0224,0.00873,-0.00625,0.0191,-0.0103
1100,750,0.026,0.0101,-0.00725,0.0222,-0.0119
1100,775,0.0296,0.0117,-0.0083,0.0258,-0.0136
1100,800,0.0342,0.0137,-0.0096,0.0301,-0.0158
1100,825,0.0405,0.0164,-0.0115,0.0364,-0.0188
1100,850,0.0469,0.0193,-0.0134,0.0429,-0.022
1100,875,0.0567,0.0234,-0.0161,0.0521,-0.0265
1100,900,0.0664,0.0276,-0.0189,0.0616,-0.0309
1100,925,0.0725,0.0306,-0.0209,0.069,-0.0341
1100,950,0.0782,0.0337,-0.0229,0.0766,-0.0372
1100,975,0.0825,0.0369,-0.0247,0.0846,-0.04
1100,1000,0.0906,0.0409,-0.0273,0.0941,-0.0442
1100,1025,0.101,0.0448,-0.03,0.103,-0.0487
1100,1050,0.104,0.0461,-0.0307,0.105,-0.0498
1100,1075,0.129,0.058,-0.039,0.133,-0.0624
1125,0,0.00232,0.000914,-0.000641,0.00199,-0.00106
1125,25,0.00232,0.000911,-0.000643,0.00199,-0.00106
1125,50,0.00232,0.000909,-0.000645,0.00199,-0.00106
1125,75,0.00232,0.00091,-0.000647,0.00199,-0.00106
1125,100,0.00234,0.000918,-0.000652,0.00201,-0.00107
1125,125,0.0024,0.000943,-0.000666,0.00206,-0.00109
1125,150,0.00247,0.00097,-0.000687,0.00212,-0.00113
1125,175,0.00255,0.000999,-0.000709,0.00217,-0.00116
1125,200,0.00264,0.00103,-0.000734,0.00224,-0.0012
1125,225,0.00275,0.00107,-0.000764,0.00233,-0.00125
1125,250,0.00286,0.00112,-0.000795,0.00243,-0.0013
1125,275,0.00297,0.00116,-0.000824,0.00252,-0.00135
1125,300,0.0031,0.00121,-0.00086,0.00263,-0.00141
1125,325,0.00332,0.00129,-0.000917,0.00281,-0.00151
1125,350,0.00353,0.00138,-0.000974,0.00299,-0.00161
1125,375,0.00377,0.00146,-0.00104,0.00319,-0.00172
1125,400,0.00403,0.00156,-0.00111,0.0034,-0.00183
1125,425,0.00431,0.00167,-0.00119,0.00365,-0.00196
1125,450,0.0047,0.00182,-0.00129,0.00397,-0.00213
1125,475,0.00522,0.00202,-0.00143,0.00439,-0.00237
1125,500,0.0058,0.00224,-0.0016,0.00486,-0.00263
1125,525,0.00647,0.00249,-0.00179,0.00539,-0.00293
1125,550,0.0072,0.00278,-0.00199,0.006,-0.00326
1125,575,0.00811,0.00313,-0.00224,0.00682,-0.00368
1125,600,0.00912,0.00351,-0.00252,0.00769,-0.00414
1125,625,0.0103,0.00398,-0.00284,0.0087,-0.00468
1125,650,0.0117,0.00454,-0.00322,0.00991,-0.00532
1125,675,0.0134,0.00525,-0.00371,0.0114,-0.00612
1125,700,0.0154,0.00603,-0.0043,0.0131,-0.00705
1125,725,0.0182,0.00709,-0.00507,0.0155,-0.00831
1125,750,0.0206,0.0081,-0.00574,0.0178,-0.00943
1125,775,0.0242,0.00959,-0.00676,0.021,-0.0111
1125,800,0.0286,0.0114,-0.00799,0.0248,-0.0131
1125,825,0.0337,0.0135,-0.00945,0.0297,-0.0155
1125,850,0.039,0.0159,-0.0111,0.0351,-0.0182
1125,875,0.0447,0.0183,-0.0128,0.041,-0.0209
1125,900,0.0528,0.0219,-0.0151,0.049,-0.0247
1125,925,0.0606,0.0256,-0.0175,0.0575,-0.0285
1125,950,0.0654,0.0282,-0.0192,0.0639,-0.0311
1125,975,0.0726,0.0319,-0.0216,0.0728,-0.0349
1125,1000,0.0831,0.0364,-0.0246,0.083,-0.0399
1125,1025,0.0886,0.039,-0.0263,0.089,-0.0426
1125,1050,0.087,0.0395,-0.0262,0.0902,-0.0424
1125,1075,0.101,0.0454,-0.0301,0.104,-0.0487
1125,1100,0.354,0.158,-0.105,0.356,-0.17
1150,0,0.00211,0.000842,-0.000582,0.00183,-0.000967
1150,25,0.00211,0.00084,-0.000584,0.00183,-0.000966
1150,50,0.00211,0.000838,-0.000585,0.00183,-0.000966
1150,75,0.00211,0.000836,-0.000587,0.00183,-0.000966
1150,100,0.00213,0.00084,-0.000593,0.00184,-0.000974
1150,125,0.0022,0.000864,-0.000612,0.00189,-0.001
1150,150,0.00227,0.000889,-0.000631,0.00194,-0.00104
1150,175,0.00233,0.000913,-0.00065,0.00199,-0.00107
1150,200,0.00241,0.000941,-0.00067,0.00204,-0.0011
1150,225,0.0025,0.000978,-0.000696,0.00212,-0.00114
1150,250,0.00259,0.00101,-0.000722,0.0022,-0.00118
1150,275,0.00269,0.00105,-0.000748,0.00228,-0.00123
1150,300,0.0028,0.00109,-0.00078,0.00238,-0.00128
1150,325,0.00299,0.00116,-0.000828,0.00253,-0.00136
1150,350,0.00317,0.00123,-0.000876,0.00268,-0.00145
1150,375,0.00335,0.0013,-0.000924,0.00284,-0.00153
1150,400,0.00355,0.00137,-0.000978,0.003,-0.00162
1150,425,0.00379,0.00147,-0.00105,0.00321,-0.00172
1150,450,0.00408,0.00158,-0.00113,0.00345,-0.00185
1150,475,0.00454,0.00176,-0.00126,0.00382,-0.00206
1150,500,0.00503,0.00195,-0.00139,0.00422,-0.00228
1150,525,0.00561,0.00217,-0.00155,0.00469,-0.00254
1150,550,0.00622,0.00241,-0.00172,0.00519,-0.00282
1150,575,0.00699,0.0027,-0.00193,0.00587,-0.00317
1150,600,0.00783,0.00303,-0.00216,0.00661,-0.00355
1150,625,0.00886,0.00343,-0.00243,0.00749,-0.00402
1150,650,0.01,0.00387,-0.00274,0.00847,-0.00455
1150,675,0.0113,0.0044,-0.00313,0.00959,-0.00516
1150,700,0.0128,0.00498,-0.00356,0.0109,-0.00584
1150,725,0.0146,0.00574,-0.00407,0.0126,-0.00668
1150,750,0.0169,0.00664,-0.0047,0.0145,-0.00772
1150,775,0.0204,0.00802,-0.00568,0.0174,-0.00932
1150,800,0.0236,0.00936,-0.00659,0.0202,-0.0108
1150,825,0.0279,0.0112,-0.00782,0.0244,-0.0128
1150,850,0.0323,0.0131,-0.0091,0.0287,-0.0149
1150,875,0.037,0.0151,-0.0105,0.0337,-0.0173
1150,900,0.0427,0.0176,-0.0122,0.0393,-0.02
1150,925,0.0492,0.0207,-0.0142,0.0466,-0.0232
1150,950,0.057,0.0242,-0.0166,0.0545,-0.0269
1150,975,0.0662,0.0283,-0.0193,0.0639,-0.0314
1150,1000,0.0735,0.0319,-0.0217,0.0725,-0.0352
1150,1025,0.0752,0.0337,-0.0226,0.0766,-0.0366
1150,1050,0.0829,0.0374,-0.0248,0.0852,-0.0403
1150,1075,0.0983,0.0436,-0.029,0.0994,-0.047
1150,1100,0.102,0.0454,-0.0303,0.104,-0.0488
1150,1125,0.11,0.0485,-0.0325,0.111,-0.0527
1175,0,0.00197,0.000782,-0.000546,0.0017,-0.000902
1175,25,0.00197,0.000779,-0.000545,0.0017,-0.0009
1175,50,0.00196,0.000777,-0.000544,0.0017,-0.000897
1175,75,0.00196,0.000775,-0.000545,0.0017,-0.000896
1175,100,0.00198,0.000779,-0.00055,0.0017,-0.000903
1175,125,0.00203,0.0008,-0.000566,0.00175,-0.000929
1175,150,0.00209,0.000819,-0.000583,0.00179,-0.000956
1175,175,0.00215,0.000838,-0.000599,0.00184,-0.000983
1175,200,0.00221,0.000861,-0.000617,0.00189,-0.00101
1175,225,0.00229,0.000895,-0.000638,0.00195,-0.00105
1175,250,0.00236,0.000928,-0.000658,0.00201,-0.00108
1175,275,0.00244,0.00096,-0.00068,0.00208,-0.00112
1175,300,0.00254,0.000997,-0.000707,0.00216,-0.00116
1175,325,0.0027,0.00105,-0.00075,0.00229,-0.00123
1175,350,0.00286,0.00111,-0.000792,0.00242,-0.0013
1175,375,0.00302,0.00117,-0.000834,0.00255,-0.00137
1175,400,0.00319,0.00123,-0.000879,0.00269,-0.00145
1175,425,0.00343,0.00133,-0.000948,0.0029,-0.00156
1175,450,0.00371,0.00143,-0.00103,0.00314,-0.00169
1175,475,0.00399,0.00154,-0.00111,0.00337,-0.00182
1175,500,0.0044,0.0017,-0.00122,0.00371,-0.00201
1175,525,0.00485,0.00188,-0.00134,0.00408,-0.0022
1175,550,0.00533,0.00206,-0.00147,0.00447,-0.00241
1175,575,0.00604,0.00233,-0.00167,0.00505,-0.00274
1175,600,0.00674,0.00261,-0.00186,0.00568,-0.00306
1175,625,0.00761,0.00293,-0.00209,0.00641,-0.00346
1175,650,0.00858,0.0033,-0.00236,0.00724,-0.00391
1175,675,0.0099,0.0038,-0.00274,0.00835,-0.00451
1175,700,0.0111,0.0043,-0.0031,0.00943,-0.00508
1175,725,0.0127,0.00492,-0.00354,0.0108,-0.0058
1175,750,0.0146,0.00566,-0.00407,0.0124,-0.00668
1175,775,0.0173,0.00676,-0.00481,0.0147,-0.00789
1175,800,0.0197,0.00783,-0.00549,0.0169,-0.00899
1175,825,0.0222,0.00901,-0.00628,0.0197,-0.0102
1175,850,0.026,0.0106,-0.00736,0.0233,-0.012
1175,875,0.0308,0.0126,-0.00873,0.0278,-0.0143
1175,900,0.0363,0.0148,-0.0103,0.0329,-0.0169
1175,925,0.0427,0.0177,-0.0122,0.0393,-0.0199
1175,950,0.0501,0.0208,-0.0143,0.0463,-0.0233
1175,975,0.058,0.0245,-0.0168,0.0551,-0.0274
1175,1000,0.0644,0.0279,-0.019,0.0632,-0.0308
1175,1025,0.0704,0.0309,-0.0208,0.0699,-0.0337
1175,1050,0.0815,0.0355,-0.0237,0.0804,-0.0385
1175,1075,0.0876,0.0384,-0.0257,0.0876,-0.0415
1175,1100,0.0837,0.0376,-0.0252,0.0865,-0.0404
1175,1125,0.0907,0.0416,-0.0277,0.0958,-0.0443
1175,1150,0.0947,0.0419,-0.0281,0.0956,-0.0454
1200,0,0.00182,0.000719,-0.000506,0.00157,-0.000834
1200,25,0.00181,0.000717,-0.000505,0.00157,-0.000832
1200,50,0.00181,0.000715,-0.000504,0.00156,-0.000829
1200,75,0.00181,0.000713,-0.000504,0.00156,-0.000827
1200,100,0.00182,0.000719,-0.000508,0.00158,-0.000834
1200,125,0.00188,0.000737,-0.000522,0.00162,-0.000857
1200,150,0.00193,0.000753,-0.000537,0.00166,-0.000881
1200,175,0.00198,0.000769,-0.000551,0.0017,-0.000904
1200,200,0.00203,0.000788,-0.000565,0.00174,-0.000928
1200,225,0.00209,0.000815,-0.000583,0.0018,-0.000956
1200,250,0.00216,0.000844,-0.0006,0.00185,-0.000985
1200,275,0.00222,0.000872,-0.000618,0.0019,-0.00101
1200,300,0.0023,0.000906,-0.00064,0.00196,-0.00105
1200,325,0.00244,0.000954,-0.000676,0.00207,-0.00111
1200,350,0.00257,0.001,-0.000712,0.00218,-0.00117
1200,375,0.00271,0.00105,-0.000748,0.0023,-0.00123
1200,400,0.00287,0.00111,-0.000794,0.00243,-0.0013
1200,425,0.00311,0.0012,-0.000862,0.00263,-0.00141
1200,450,0.00334,0.00129,-0.000929,0.00283,-0.00152
1200,475,0.00358,0.00139,-0.000997,0.00303,-0.00164
1200,500,0.00383,0.00149,-0.00107,0.00325,-0.00175
1200,525,0.00417,0.00162,-0.00115,0.00353,-0.0019
1200,550,0.00458,0.00177,-0.00126,0.00387,-0.00208
1200,575,0.00518,0.002,-0.00143,0.00436,-0.00235
1200,600,0.00579,0.00224,-0.0016,0.00485,-0.00263
1200,625,0.00651,0.0025,-0.00179,0.00547,-0.00297
1200,650,0.00734,0.00281,-0.00202,0.00617,-0.00335
1200,675,0.00846,0.00324,-0.00234,0.00711,-0.00386
1200,700,0.00965,0.0037,-0.00268,0.00813,-0.00441
1200,725,0.011,0.00421,-0.00306,0.00925,-0.00501
1200,750,0.0125,0.00481,-0.00347,0.0105,-0.00569
1200,775,0.0145,0.00569,-0.00402,0.0123,-0.0066
1200,800,0.0165,0.00655,-0.00458,0.0142,-0.00751
1200,825,0.0186,0.00755,-0.00525,0.0165,-0.00854
1200,850,0.0213,0.00871,-0.00605,0.0191,-0.00983
1200,875,0.0261,0.0105,-0.00735,0.0231,-0.012
1200,900,0.0312,0.0125,-0.00874,0.0275,-0.0143
1200,925,0.0373,0.0151,-0.0105,0.0332,-0.0172
1200,950,0.0437,0.0179,-0.0124,0.0396,-0.0202
1200,975,0.0505,0.0213,-0.0146,0.0477,-0.0238
1200,1000,0.0576,0.0247,-0.0169,0.0558,-0.0274
1200,1025,0.0666,0.0284,-0.0192,0.0641,-0.0312
1200,1050,0.0731,0.0313,-0.0211,0.0709,-0.0342
1200,1075,0.0723,0.0319,-0.0215,0.073,-0.0345
1200,1100,0.0753,0.0342,-0.0229,0.079,-0.0367
1200,1125,0.0836,0.0387,-0.0256,0.0894,-0.0411
1200,1150,0.0913,0.0416,-0.0276,0.096,-0.0444
1200,1175,0.0934,0.0413,-0.0276,0.0945,-0.0446
1225,0,0.00167,0.000659,-0.000467,0.00144,-0.000768
1225,25,0.00167,0.000657,-0.000466,0.00144,-0.000765
1225,50,0.00167,0.000658,-0.000467,0.00144,-0.000767
1225,75,0.00167,0.00066,-0.000469,0.00145,-0.000769
1225,100,0.00169,0.000667,-0.000473,0.00147,-0.000776
1225,125,0.00174,0.000687,-0.000486,0.00151,-0.000797
1225,150,0.00179,0.000706,-0.000499,0.00155,-0.000818
1225,175,0.00183,0.000721,-0.000511,0.00158,-0.000838
1225,200,0.00188,0.000737,-0.000523,0.00162,-0.000859
1225,225,0.00193,0.000757,-0.000538,0.00167,-0.000883
1225,250,0.00198,0.000777,-0.000552,0.00171,-0.000906
1225,275,0.00204,0.000801,-0.000567,0.00175,-0.00093
1225,300,0.0021,0.000829,-0.000586,0.00181,-0.000961
1225,325,0.00222,0.00087,-0.000617,0.0019,-0.00101
1225,350,0.00234,0.000914,-0.000649,0.002,-0.00107
1225,375,0.00246,0.000958,-0.000682,0.00209,-0.00112
1225,400,0.0026,0.00101,-0.000721,0.0022,-0.00118
1225,425,0.0028,0.00109,-0.000779,0.00237,-0.00128
1225,450,0.00298,0.00117,-0.00083,0.00253,-0.00136
1225,475,0.00315,0.00124,-0.00088,0.0027,-0.00144
1225,500,0.00335,0.00133,-0.000936,0.00288,-0.00154
1225,525,0.0037,0.00146,-0.00103,0.00316,-0.00169
1225,550,0.00411,0.0016,-0.00114,0.00348,-0.00187
1225,575,0.00452,0.00175,-0.00125,0.0038,-0.00205
1225,600,0.00504,0.00195,-0.00139,0.00423,-0.00229
1225,625,0.0056,0.00217,-0.00155,0.00468,-0.00254
1225,650,0.0063,0.00242,-0.00174,0.00527,-0.00286
1225,675,0.00727,0.00278,-0.002,0.00606,-0.0033
1225,700,0.00828,0.00317,-0.00229,0.00692,-0.00376
1225,725,0.00949,0.00366,-0.00263,0.00798,-0.00431
1225,750,0.0108,0.00417,-0.00298,0.00907,-0.00489
1225,775,0.0124,0.00485,-0.00342,0.0105,-0.00562
1225,800,0.014,0.00552,-0.00388,0.012,-0.00635
1225,825,0.0162,0.00642,-0.00453,0.014,-0.00739
1225,850,0.0189,0.00747,-0.00529,0.0164,-0.00864
1225,875,0.0219,0.00876,-0.00615,0.0192,-0.0101
1225,900,0.0262,0.0105,-0.00733,0.0229,-0.012
1225,925,0.0317,0.0127,-0.00887,0.0278,-0.0146
1225,950,0.0374,0.0151,-0.0106,0.0332,-0.0173
1225,975,0.0429,0.0177,-0.0123,0.0396,-0.0201
1225,1000,0.0486,0.0204,-0.014,0.046,-0.0229
1225,1025,0.0562,0.0237,-0.0162,0.0536,-0.0265
1225,1050,0.0618,0.0262,-0.0178,0.0594,-0.029
1225,1075,0.0635,0.0282,-0.019,0.0643,-0.0307
1225,1100,0.0684,0.0317,-0.0211,0.0726,-0.034
1225,1125,0.0779,0.0357,-0.0237,0.082,-0.0382
1225,1150,0.0869,0.0384,-0.0257,0.0882,-0.0416
1225,1175,0.0951,0.0415,-0.0277,0.0943,-0.0451
1225,1200,0.0944,0.0427,-0.0283,0.0983,-0.0455
1250,0,0.00153,0.000603,-0.000429,0.00132,-0.000704
1250,25,0.00153,0.000604,-0.00043,0.00133,-0.000706
1250,50,0.00154,0.000606,-0.000431,0.00133,-0.000708
1250,75,0.00154,0.000608,-0.000433,0.00134,-0.00071
1250,100,0.00155,0.000613,-0.000436,0.00135,-0.000716
1250,125,0.0016,0.00063,-0.000447,0.00139,-0.000734
1250,150,0.00164,0.000646,-0.000458,0.00142,-0.000751
1250,175,0.00168,0.000663,-0.000469,0.00145,-0.000769
1250,200,0.00172,0.000679,-0.000479,0.00149,-0.000786
1250,225,0.00176,0.000696,-0.000491,0.00152,-0.000805
1250,250,0.0018,0.000713,-0.000503,0.00156,-0.000825
1250,275,0.00185,0.00073,-0.000515,0.0016,-0.000845
1250,300,0.00191,0.000753,-0.000532,0.00165,-0.000873
1250,325,0.00201,0.000791,-0.000561,0.00173,-0.000921
1250,350,0.00211,0.000829,-0.000589,0.00181,-0.000967
1250,375,0.00221,0.000866,-0.000617,0.00189,-0.00101
1250,400,0.00233,0.000911,-0.00065,0.00198,-0.00107
1250,425,0.00249,0.000977,-0.000693,0.00212,-0.00114
1250,450,0.00263,0.00104,-0.000735,0.00226,-0.00121
1250,475,0.00277,0.00111,-0.000777,0.00239,-0.00127
1250,500,0.00295,0.00118,-0.000829,0.00256,-0.00136
1250,525,0.00329,0.0013,-0.000919,0.00282,-0.00151
1250,550,0.00364,0.00143,-0.00101,0.00309,-0.00166
1250,575,0.00399,0.00155,-0.0011,0.00336,-0.00181
1250,600,0.00437,0.00169,-0.00121,0.00367,-0.00198
1250,625,0.00484,0.00187,-0.00134,0.00405,-0.0022
1250,650,0.00538,0.00208,-0.00148,0.00448,-0.00244
1250,675,0.00619,0.00238,-0.00171,0.00515,-0.00281
1250,700,0.00704,0.00269,-0.00194,0.00585,-0.00319
1250,725,0.00807,0.0031,-0.00223,0.00674,-0.00365
1250,750,0.00917,0.00355,-0.00253,0.00768,-0.00415
1250,775,0.0104,0.00406,-0.00288,0.00881,-0.00473
1250,800,0.0119,0.00465,-0.0033,0.0101,-0.00542
1250,825,0.0141,0.00547,-0.00392,0.0119,-0.00643
1250,850,0.0163,0.0063,-0.00453,0.0138,-0.00743
1250,875,0.0189,0.00739,-0.00525,0.0162,-0.00862
1250,900,0.0221,0.0087,-0.00616,0.019,-0.0101
1250,925,0.0269,0.0106,-0.00752,0.0232,-0.0123
1250,950,0.031,0.0124,-0.00874,0.0272,-0.0143
1250,975,0.0354,0.0144,-0.0101,0.0322,-0.0165
1250,1000,0.0391,0.0166,-0.0114,0.0375,-0.0187
1250,1025,0.0455,0.0194,-0.0133,0.0439,-0.0217
1250,1050,0.0512,0.0223,-0.0151,0.0504,-0.0246
1250,1075,0.0548,0.0252,-0.0168,0.0572,-0.0272
1250,1100,0.0623,0.0285,-0.019,0.065,-0.0309
1250,1125,0.0724,0.0321,-0.0215,0.0735,-0.0349
1250,1150,0.0825,0.036,-0.0242,0.0825,-0.0392
1250,1175,0.0903,0.0392,-0.0262,0.089,-0.0428
1250,1200,0.0941,0.0415,-0.0275,0.0943,-0.0448
1275,0,0.00144,0.000571,-0.000404,0.00126,-0.000663
1275,25,0.00144,0.000571,-0.000405,0.00126,-0.000665
1275,50,0.00145,0.000572,-0.000407,0.00126,-0.000667
1275,75,0.00145,0.000573,-0.000408,0.00126,-0.000669
1275,100,0.00146,0.000578,-0.000411,0.00127,-0.000674
1275,125,0.0015,0.000592,-0.00042,0.0013,-0.000689
1275,150,0.00154,0.000606,-0.000429,0.00133,-0.000704
1275,175,0.00157,0.00062,-0.000438,0.00136,-0.00072
1275,200,0.00161,0.000634,-0.000447,0.00139,-0.000734
